Year,Month, CerroPrieto.EvaporationRate,Riego.FractionalReturnFlow,CerroPrieto.Release,LaBoca.Release,LaBoca.Evaporation,PozosAreaMetropolitana.Percolation,AreaMetropolitanadeMonterrey.FractionalReturnFlow,AreaMetropolitanadeMonterrey.AvailableSupplementalWater, DR031.FractionalReturnFlow,DR031.Diversion,ElCuchillo.EvaporationRate,AcueductoRegionalChinaAldama.FractionalReturnFlow,AcueductoRegionalChinaAldama.Diversion,DR026.Diversion,DR026.FractionalReturnFlow
18,10,0.05859,1,0.75,0,0.195,2.075136612,0.71,0.26,1,2,0.19975,1,0.339,35,1
18,11,0.07734,1,0.75,0,0.153107,2.008196721,0.71,0.26,1,2,0.12067,1,0.339,35,1
18,12,0.10706,1,0.75,0,0.150061,2.075136612,0.71,0.26,1,2,0.10791,1,0.339,35,1
19,1,0.0883,1,0.75,0,0.144354,2.080821918,0.71,0.26,1,2,0.10442,1,0.339,35,1
19,2,0.19291,1,0.75,0,0.164523,1.879452055,0.71,0.26,1,2,0.14151,1,0.339,35,1
19,3,0.21467,1,0.75,0,0.236541,2.080821918,0.71,0.26,1,2,0.18953,1,0.339,35,1
19,4,0.2311,1,0.75,0,0.228501,2.01369863,0.71,0.26,1,2,0.28811,1,0.339,35,1
19,5,0.12239,1,0.75,0,0.357752,2.080821918,0.71,0.26,1,2,0.27188,1,0.339,35,1
19,6,0.12867,1,0.75,0,0.369343,2.01369863,0.71,0.26,1,2,0.20371,1,0.339,35,1
19,7,0.23345,1,0.75,0,0.596568,2.080821918,0.71,0.26,1,2,0.31375,1,0.339,35,1
19,8,-0.1887,1,0.75,0,0.483755,2.080821918,0.71,0.26,1,2,0.0646,1,0.339,35,1
19,9,-0.09567,1,0.75,0,0.270677,2.01369863,0.71,0.26,1,2,0.17929,1,0.339,35,1
19,10,0.06597,1,0.75,0,0.152926,2.080821918,0.71,0.26,1,2,0.17378,1,0.339,35,1
19,11,0.08149,1,0.75,0,0.088474186,2.01369863,0.71,0.26,1,2,0.12526,1,0.339,35,1
19,12,0.02789,1,0.75,0,0.100672818,2.080821918,0.71,0.26,1,2,0.06993,1,0.339,35,1
20,1,0.0759,1,0.75,0,0.15201688,2.080821918,0.71,0.26,1,2,0.31332,1,0.339,35,1
20,2,0.1079,1,0.75,0,0.240347,1.879452055,0.71,0.26,1,2,0.05078,1,0.339,35,1
20,3,0.13492,1,0.75,0,0.274827,2.080821918,0.71,0.26,1,2,-0.04324,1,0.339,35,1
20,4,0.17342,1,0.75,0,0.382296,2.01369863,0.71,0.26,1,2,0.06629,1,0.339,35,1
20,5,0.0825,1,0.75,0,0.486768813,2.080821918,0.71,0.26,1,2,0.11343,1,0.339,35,1
20,6,0.21947,1,0.75,0,0.422253616,2.01369863,0.71,0.26,1,2,0.12955,1,0.339,35,1
20,7,-0.02228,1,0.75,0,0.429146464,2.080821918,0.71,0.26,1,2,0.1342,1,0.339,35,1
20,8,-0.26566,1,0.75,0,0.318383,2.080821918,0.71,0.26,1,2,0.15732,1,0.339,35,1
20,9,-0.05054,1,0.75,0,0.245,2.01369863,0.71,0.26,1,2,0.24817,1,0.339,35,1
20,10,0.07824,1,0.75,0,0.226,2.080821918,0.71,0.26,1,2,0.31198,1,0.339,35,1
20,11,0.08749,1,0.75,0,0.131,2.01369863,0.71,0.26,1,2,0.26752,1,0.339,35,1
20,12,0.06629,1,0.75,0,0.107,2.080821918,0.71,0.26,1,2,0.35318,1,0.339,35,1
21,1,0.10534,1,0.75,0,0.166,2.080821918,0.71,0.26,1,2,0.2769,1,0.339,35,1
21,2,0.06172,1,0.75,0,0.263,1.879452055,0.71,0.26,1,2,0.03964,1,0.339,35,1
21,3,0.06213,1,0.75,0,0.367,2.080821918,0.71,0.26,1,2,-0.04427,1,0.339,35,1
21,4,0.18188,1,0.75,0,0.501,2.01369863,0.71,0.26,1,2,0.00246,1,0.339,35,1
21,5,0.17189,1,0.75,0,0.486,2.080821918,0.71,0.26,1,2,0.07964,1,0.339,35,1
21,6,0.2242,1,0.75,0,0.47,2.01369863,0.71,0.26,1,2,0.1347,1,0.339,35,1
21,7,0.17644,1,0.75,0,0.46,2.080821918,0.71,0.26,1,2,0.13841,1,0.339,35,1
21,8,-0.19461,1,0.75,0,0.6,2.080821918,0.71,0.26,1,2,0.15148,1,0.339,35,1
21,9,0.14277,1,0.75,0,0.324,2.01369863,0.71,0.26,1,2,0.24818,1,0.339,35,1
21,10,0.10526,1,0.75,0,0.231,2.080821918,0.71,0.26,1,2,0.19446,1,0.339,35,1
21,11,0.10869,1,0.75,0,0.139,2.01369863,0.71,0.26,1,2,0.3004,1,0.339,35,1
21,12,0.08727,1,0.75,0,0.166,2.080821918,0.71,0.26,1,2,0.22977,1,0.339,35,1
22,1,-0.02105,1,0.75,0,0.191239,2.075136612,0.71,0.26,1,2,0.31261,1,0.339,35,1
22,2,0.10632,1,0.75,0,0.273702,1.941256831,0.71,0.26,1,2,0.16675,1,0.339,35,1
22,3,0.20175,1,0.75,0,0.431702,2.075136612,0.71,0.26,1,2,0.18682,1,0.339,35,1
22,4,0.15259,1,0.75,0,0.471317,2.008196721,0.71,0.26,1,2,0.13373,1,0.339,35,1
22,5,0.27409,1,0.75,0,0.491321,2.075136612,0.71,0.26,1,2,0.10606,1,0.339,35,1
22,6,-0.16167,1,0.75,0,0.374975,2.008196721,0.71,0.26,1,2,0.10777,1,0.339,35,1
22,7,0.22094,1,0.75,0,0.713854,2.075136612,0.71,0.26,1,2,0.14885,1,0.339,35,1
22,8,0.1706,1,0.75,0,0.457193,2.075136612,0.71,0.26,1,2,0.21662,1,0.339,35,1
22,9,-0.08571,1,0.75,0,0.438278,2.008196721,0.71,0.26,1,2,0.23316,1,0.339,35,1
22,10,0.10514,1,0.75,0,0.190106,2.075136612,0.71,0.26,1,2,0.25839,1,0.339,35,1
22,11,0.04268,1,0.75,0,0.139706,2.008196721,0.71,0.26,1,2,0.25613,1,0.339,35,1
22,12,0.12492,1,0.75,0,0.203072,2.075136612,0.71,0.26,1,2,0.37624,1,0.339,35,1
23,1,0.10777,1,0.75,0,0.1180192,2.080821918,0.71,0.26,1,2,0.3,1,0.339,35,1
23,2,0.17562,1,0.75,0,0.158822,1.879452055,0.71,0.26,1,2,0.23315,1,0.339,35,1
23,3,0.20319,1,0.75,0,0.221566,2.080821918,0.71,0.26,1,2,0.08211,1,0.339,35,1
23,4,0.14225,1,0.75,0,0.285617,2.01369863,0.71,0.26,1,2,0.08979,1,0.339,35,1
23,5,0.21321,1,0.75,0,0.395295,2.080821918,0.71,0.26,1,2,0.0616,1,0.339,35,1
23,6,0.24557,1,0.75,0,0.456458,2.01369863,0.71,0.26,1,2,0.07189,1,0.339,35,1
23,7,0.24995,1,0.75,0,0.4568,2.080821918,0.71,0.26,1,2,0.08061,1,0.339,35,1
23,8,-0.09993,1,0.75,0,0.457574,2.080821918,0.71,0.26,1,2,0.1127,1,0.339,35,1
23,9,0.06401,1,0.75,0,0.285736,2.01369863,0.71,0.26,1,2,0.18499,1,0.339,35,1
23,10,0.0865,1,0.75,0,0.236515,2.080821918,0.71,0.26,1,2,0.19343,1,0.339,35,1
23,11,-0.01805,1,0.75,0,0.149568,2.01369863,0.71,0.26,1,2,0.18665,1,0.339,35,1
23,12,0.02288,1,0.75,0,0.149204,2.080821918,0.71,0.26,1,2,0.31189,1,0.339,35,1
24,1,0.0667,1,0.75,0,0.212256,2.080821918,0.71,0.26,1,2,0.21374,1,0.339,35,1
24,2,0.16107,1,0.75,0,0.234328,1.879452055,0.71,0.26,1,2,-0.0666,1,0.339,35,1
24,3,0.11345,1,0.75,0,0.467419,2.080821918,0.71,0.26,1,2,0.16435,1,0.339,35,1
24,4,-0.01292,1,0.75,0,0.483302,2.01369863,0.71,0.26,1,2,0.04075,1,0.339,35,1
24,5,0.17079,1,0.75,0,0.608851,2.080821918,0.71,0.26,1,2,0.08229,1,0.339,35,1
24,6,0.14112,1,0.75,0,0.584703,2.01369863,0.71,0.26,1,2,0.11317,1,0.339,35,1
24,7,0.12406,1,0.75,0,0.53211,2.080821918,0.71,0.26,1,2,0.1413,1,0.339,35,1
24,8,0.05516,1,0.75,0,0.670049,2.080821918,0.71,0.26,1,2,0.20589,1,0.339,35,1
24,9,0.13329,1,0.75,0,0.345515,2.01369863,0.71,0.26,1,2,0.24038,1,0.339,35,1
24,10,0.08636,1,0.75,0,0.228412,2.080821918,0.71,0.26,1,2,0.30294,1,0.339,35,1
24,11,0.11981,1,0.75,0,0.195656,2.01369863,0.71,0.26,1,2,0.28143,1,0.339,35,1
24,12,0.04953,1,0.75,0,0.176322,2.080821918,0.71,0.26,1,2,0.04807,1,0.339,35,1
25,1,0.13544,1,0.75,0,0.1524,2.080821918,0.71,0.26,1,2,0.30335,1,0.339,35,1
25,2,0.1929,1,0.75,0,0.18612,1.879452055,0.71,0.26,1,2,-0.09493,1,0.339,35,1
25,3,0.14444,1,0.75,0,0.37544,2.080821918,0.71,0.26,1,2,-0.02775,1,0.339,35,1
25,4,0.14049,1,0.75,0,0.44299,2.01369863,0.71,0.26,1,2,0.07674,1,0.339,35,1
25,5,0.25958,1,0.75,0,0.59043,2.080821918,0.71,0.26,1,2,0.09104,1,0.339,35,1
25,6,0.05888,1,0.75,0,0.47974,2.01369863,0.71,0.26,1,2,0.04153,1,0.339,35,1
25,7,0.01417,1,0.75,0,0.45,2.080821918,0.71,0.26,1,2,0.06574,1,0.339,35,1
25,8,-0.41437,1,0.75,0,0.51455,2.080821918,0.71,0.26,1,2,0.1059,1,0.339,35,1
25,9,-0.04686,1,0.75,0,0.31958,2.01369863,0.71,0.26,1,2,0.15523,1,0.339,35,1
25,10,0.09531,1,0.75,0,0.32524,2.080821918,0.71,0.26,1,2,0.22413,1,0.339,35,1
25,11,0.07631,1,0.75,0,0.26048,2.01369863,0.71,0.26,1,2,0.21796,1,0.339,35,1
25,12,0.06721,1,0.75,0,0.29042,2.080821918,0.71,0.26,1,2,0.10821,1,0.339,35,1
26,1,0.11766,1,0.75,0,0.17387,2.075136612,0.71,0.26,1,2,0.19187,1,0.339,35,1
26,2,0.14674,1,0.75,0,0.25117,1.941256831,0.71,0.26,1,2,0.01453,1,0.339,35,1
26,3,0.10836,1,0.75,0,0.35116,2.075136612,0.71,0.26,1,2,0.06625,1,0.339,35,1
26,4,0.13546,1,0.75,0,0.33314,2.008196721,0.71,0.26,1,2,0.14159,1,0.339,35,1
26,5,0.1986,1,0.75,0,0.33314,2.075136612,0.71,0.26,1,2,0.14487,1,0.339,35,1
26,6,0.32962,1,0.75,0,0.51844,2.008196721,0.71,0.26,1,2,-0.01705,1,0.339,35,1
26,7,0.28756,1,0.75,0,0.61522,2.075136612,0.71,0.26,1,2,-0.12668,1,0.339,35,1
26,8,-0.05183,1,0.75,0,0.53204,2.075136612,0.71,0.26,1,2,0.03969,1,0.339,35,1
26,9,0.03866,1,0.75,0,0.3743,2.008196721,0.71,0.26,1,2,0.09118,1,0.339,35,1
26,10,0.03176,1,0.75,0,0.1644,2.075136612,0.71,0.26,1,2,0.10884,1,0.339,35,1
26,11,0.00963,1,0.75,0,0.20894,2.008196721,0.71,0.26,1,2,0.07164,1,0.339,35,1
26,12,0.06122,1,0.75,0,0.17909,2.075136612,0.71,0.26,1,2,0.11399,1,0.339,35,1
27,1,0.04995,1,0.75,0,0.18222,2.080821918,0.71,0.26,1,2,0.04049,1,0.339,35,1
27,2,0.15555,1,0.75,0,0.1435,1.879452055,0.71,0.26,1,2,-0.05102,1,0.339,35,1
27,3,-0.07713,1,0.75,0,0.28077,2.080821918,0.71,0.26,1,2,0.1456,1,0.339,35,1
27,4,0.18356,1,0.75,0,0.37474,2.01369863,0.71,0.26,1,2,0.16818,1,0.339,35,1
27,5,0.03934,1,0.75,0,0.37474,2.080821918,0.71,0.26,1,2,0.16425,1,0.339,35,1
27,6,-0.12329,1,0.75,0,0.55406,2.01369863,0.71,0.26,1,2,0.19846,1,0.339,35,1
27,7,0.22453,1,0.75,0,0.71817,2.080821918,0.71,0.26,1,2,-0.08021,1,0.339,35,1
27,8,-0.09444,1,0.75,0,0.44451,2.080821918,0.71,0.26,1,2,0.15411,1,0.339,35,1
27,9,0.1552,1,0.75,0,0.41843,2.01369863,0.71,0.26,1,2,0.10745,1,0.339,35,1
27,10,0.14252,1,0.75,0,0.22937,2.080821918,0.71,0.26,1,2,0.09338,1,0.339,35,1
27,11,0.11269,1,0.75,0,0.2182,2.01369863,0.71,0.26,1,2,0.09205,1,0.339,35,1
27,12,0.06256,1,0.75,0,0.16429,2.080821918,0.71,0.26,1,2,0.02208,1,0.339,35,1
28,1,0.12945,1,0.75,0,0.19479,2.080821918,0.71,0.26,1,2,0.13898,1,0.339,35,1
28,2,0.11583,1,0.75,0,0.2045,1.879452055,0.71,0.26,1,2,0.22561,1,0.339,35,1
28,3,0.2545,1,0.75,0,0.32936,2.080821918,0.71,0.26,1,2,0.04517,1,0.339,35,1
28,4,0.22801,1,0.75,0,0.43622,2.01369863,0.71,0.26,1,2,0.26658,1,0.339,35,1
28,5,0.20768,1,0.75,0,0.53339,2.080821918,0.71,0.26,1,2,-0.08498,1,0.339,35,1
28,6,0.22742,1,0.75,0,0.54996,2.01369863,0.71,0.26,1,2,0.2468,1,0.339,35,1
28,7,0.22676,1,0.75,0,0.51279,2.080821918,0.71,0.26,1,2,0.00338,1,0.339,35,1
28,8,0.23115,1,0.75,0,0.6082,2.080821918,0.71,0.26,1,2,0.06681,1,0.339,35,1
28,9,0.16165,1,0.75,0,0.32926,2.01369863,0.71,0.26,1,2,0.0944,1,0.339,35,1
28,10,0.1418,1,0.75,0,0.26648,2.080821918,0.71,0.26,1,2,0.04556,1,0.339,35,1
28,11,0.0528,1,0.75,0,0.20142,2.01369863,0.71,0.26,1,2,0.11665,1,0.339,35,1
28,12,0.10024,1,0.75,0,0.14,2.080821918,0.71,0.26,1,2,0.10427,1,0.339,35,1
29,1,-0.0414,1,0.75,0,0.1247,2.080821918,0.71,0.26,1,2,0.15226,1,0.339,35,1
29,2,0.16559,1,0.75,0,0.29313,1.879452055,0.71,0.26,1,2,0.21763,1,0.339,35,1
29,3,0.15424,1,0.75,0,0.29264,2.080821918,0.71,0.26,1,2,0.11163,1,0.339,35,1
29,4,0.17341,1,0.75,0,0.33252,2.01369863,0.71,0.26,1,2,0.20386,1,0.339,35,1
29,5,0.19114,1,0.75,0,0.39838,2.080821918,0.71,0.26,1,2,0.20521,1,0.339,35,1
29,6,0.2825,1,0.75,0,0.46245,2.01369863,0.71,0.26,1,2,0.22066,1,0.339,35,1
29,7,0.09603,1,0.75,0,0.37672,2.080821918,0.71,0.26,1,2,-0.14263,1,0.339,35,1
29,8,0.10219,1,0.75,0,0.46866,2.080821918,0.71,0.26,1,2,0.06704,1,0.339,35,1
29,9,0.16154,1,0.75,0,0.34659,2.01369863,0.71,0.26,1,2,0.09571,1,0.339,35,1
29,10,0.04927,1,0.75,0,0.32113,2.080821918,0.71,0.26,1,2,-0.00445,1,0.339,35,1
29,11,0.10548,1,0.75,0,0.18437,2.01369863,0.71,0.26,1,2,0.14756,1,0.339,35,1
29,12,0,1,0.75,0,0.22179,2.080821918,0.71,0.26,1,2,-0.18126,1,0.339,35,1
30,1,0,1,0.75,0,0.19041,2.075136612,0.71,0.26,1,2,0.03591,1,0.339,35,1
30,2,0,1,0.75,0,0.36565,1.941256831,0.71,0.26,1,2,0.08595,1,0.339,35,1
30,3,0,1,0.75,0,0.44001,2.075136612,0.71,0.26,1,2,0.14195,1,0.339,35,1
30,4,0,1,0.75,0,0.48948,2.008196721,0.71,0.26,1,2,0.09097,1,0.339,35,1
30,5,0,1,0.75,0,0.48874,2.075136612,0.71,0.26,1,2,0.09872,1,0.339,35,1
30,6,0,1,0.75,0,0.64718,2.008196721,0.71,0.26,1,2,0.02713,1,0.339,35,1
30,7,0,1,0.75,0,0.44628,2.075136612,0.71,0.26,1,2,0.12158,1,0.339,35,1
30,8,0,1,0.75,0,0.44137,2.075136612,0.71,0.26,1,2,0.19402,1,0.339,35,1
30,9,0,1,0.75,0,0.33132,2.008196721,0.71,0.26,1,2,0.18384,1,0.339,35,1
30,10,0,1,0.75,0,0.25768,2.075136612,0.71,0.26,1,2,0.22046,1,0.339,35,1
30,11,0,1,0.75,0,0.17814,2.008196721,0.71,0.26,1,2,0.27606,1,0.339,35,1
30,12,0,1,0.75,0,0.17459,2.075136612,0.71,0.26,1,2,0.04729,1,0.339,35,1
31,1,0,1,0.75,0,0.20019,2.080821918,0.71,0.26,1,2,0.0124,1,0.339,35,1
31,2,0,1,0.75,0,0.27468,1.879452055,0.71,0.26,1,2,-0.10004,1,0.339,35,1
31,3,0,1,0.75,0,0.36178,2.080821918,0.71,0.26,1,2,0.14088,1,0.339,35,1
31,4,0,1,0.75,0,0.50301,2.01369863,0.71,0.26,1,2,0.07855,1,0.339,35,1
31,5,0,1,0.75,0,0.50232,2.080821918,0.71,0.26,1,2,0.0753,1,0.339,35,1
31,6,0,1,0.75,0,0.61547,2.01369863,0.71,0.26,1,2,0.09077,1,0.339,35,1
31,7,0,1,0.75,0,0.77846,2.080821918,0.71,0.26,1,2,0.11029,1,0.339,35,1
31,8,0,1,0.75,0,0.66453,2.080821918,0.71,0.26,1,2,0.16571,1,0.339,35,1
31,9,0,1,0.75,0,0.24858,2.01369863,0.71,0.26,1,2,0.22168,1,0.339,35,1
31,10,0,1,0.75,0,0.18077,2.080821918,0.71,0.26,1,2,0.17309,1,0.339,35,1
31,11,0,1,0.75,0,0.16817,2.01369863,0.71,0.26,1,2,0.25943,1,0.339,35,1
31,12,0,1,0.75,0,0.11261,2.080821918,0.71,0.26,1,2,0.30225,1,0.339,35,1
32,1,0,1,0.75,0,0.14257,2.080821918,0.71,0.26,1,2,0.22233,1,0.339,35,1
32,2,0,1,0.75,0,0.14976,1.879452055,0.71,0.26,1,2,0.06479,1,0.339,35,1
32,3,0,1,0.75,0,0.32711,2.080821918,0.71,0.26,1,2,0.0949,1,0.339,35,1
32,4,0,1,0.75,0,0.32378,2.01369863,0.71,0.26,1,2,0.03751,1,0.339,35,1
32,5,0,1,0.75,0,0.41503,2.080821918,0.71,0.26,1,2,0.0252,1,0.339,35,1
32,6,0,1,0.75,0,0.51364,2.01369863,0.71,0.26,1,2,0.02434,1,0.339,35,1
32,7,0,1,0.75,0,0.36478,2.080821918,0.71,0.26,1,2,0.03091,1,0.339,35,1
32,8,0,1,0.75,0,0.49277,2.080821918,0.71,0.26,1,2,0.12926,1,0.339,35,1
32,9,0,1,0.75,0,0.30906,2.01369863,0.71,0.26,1,2,-0.01249,1,0.339,35,1
32,10,0,1,0.75,0,0.27906,2.080821918,0.71,0.26,1,2,0.16101,1,0.339,35,1
32,11,0,1,0.75,0,0.25056,2.01369863,0.71,0.26,1,2,0.05649,1,0.339,35,1
32,12,0,1,0.75,0,0.23284,2.080821918,0.71,0.26,1,2,-0.07753,1,0.339,35,1
33,1,0,1,0.75,0,0.1902298,2.080821918,0.71,0.26,1,2,0.20892,1,0.339,35,1
33,2,0,1,0.75,0,0.310952,1.879452055,0.71,0.26,1,2,0.09978,1,0.339,35,1
33,3,0,1,0.75,0,0.4686557,2.080821918,0.71,0.26,1,2,0.13011,1,0.339,35,1
33,4,0,1,0.75,0,0.6446074,2.01369863,0.71,0.26,1,2,0.13239,1,0.339,35,1
33,5,0,1,0.75,0,0.580217,2.080821918,0.71,0.26,1,2,0.08625,1,0.339,35,1
33,6,0,1,0.75,0,0.7296277,2.01369863,0.71,0.26,1,2,0.0533,1,0.339,35,1
33,7,0,1,0.75,0,0.569096,2.080821918,0.71,0.26,1,2,0.11148,1,0.339,35,1
33,8,0,1,0.75,0,0.6698151,2.080821918,0.71,0.26,1,2,0.16687,1,0.339,35,1
33,9,0,1,0.75,0,0.4515638,2.01369863,0.71,0.26,1,2,0.2751,1,0.339,35,1
33,10,0,1,0.75,0,0.2678742,2.080821918,0.71,0.26,1,2,0.27744,1,0.339,35,1
33,11,0,1,0.75,0,0.2204188,2.01369863,0.71,0.26,1,2,0.2616,1,0.339,35,1
33,12,0,1,0.75,0,0.1391676,2.080821918,0.71,0.26,1,2,0.26124,1,0.339,35,1
34,1,0,1,0.75,0,0.2130761,2.075136612,0.71,0.26,1,2,0.30794,1,0.339,35,1
34,2,0,1,0.75,0,0.182879,1.941256831,0.71,0.26,1,2,0.21026,1,0.339,35,1
34,3,0,1,0.75,0,0.344278,2.075136612,0.71,0.26,1,2,0.21627,1,0.339,35,1
34,4,0,1,0.75,0,0.43067,2.008196721,0.71,0.26,1,2,0.16528,1,0.339,35,1
34,5,0,1,0.75,0,0.5132157,2.075136612,0.71,0.26,1,2,0.04732,1,0.339,35,1
34,6,0,1,0.75,0,0.5447384,2.008196721,0.71,0.26,1,2,0.10115,1,0.339,35,1
34,7,0,1,0.75,0,0.5352981,2.075136612,0.71,0.26,1,2,-0.01081,1,0.339,35,1
34,8,0,1,0.75,0,0.5936346,2.075136612,0.71,0.26,1,2,0.18654,1,0.339,35,1
34,9,0,1,0.75,0,0.3039257,2.008196721,0.71,0.26,1,2,0.12159,1,0.339,35,1
34,10,0,1,0.75,0,0.2040732,2.075136612,0.71,0.26,1,2,0.22011,1,0.339,35,1
34,11,0,1,0.75,0,0.1406325,2.008196721,0.71,0.26,1,2,0.21426,1,0.339,35,1
34,12,0,1,0.75,0,0.1541532,2.075136612,0.71,0.26,1,2,0.32947,1,0.339,35,1
35,1,0,1,0.75,0,0.1517393,2.080821918,0.71,0.26,1,2,0.28596,1,0.339,35,1
35,2,0,1,0.75,0,0.2320051,1.879452055,0.71,0.26,1,2,0.19379,1,0.339,35,1
35,3,0,1,0.75,0,0.2973341,2.080821918,0.71,0.26,1,2,0.17755,1,0.339,35,1
35,4,0,1,0.75,0,0.3347398,2.01369863,0.71,0.26,1,2,0.06957,1,0.339,35,1
35,5,0,1,0.75,0,0.3144288,2.080821918,0.71,0.26,1,2,0.10341,1,0.339,35,1
35,6,0,1,0.75,0,0.4771042,2.01369863,0.71,0.26,1,2,0.3078,1,0.339,35,1
35,7,0,1,0.75,0,0.3485038,2.080821918,0.71,0.26,1,2,0.30294,1,0.339,35,1
35,8,0,1,0.75,0,0.4303875,2.080821918,0.71,0.26,1,2,0.31414,1,0.339,35,1
35,9,0,1,0.75,0,0.2607908,2.01369863,0.71,0.26,1,2,0.27456,1,0.339,35,1
35,10,0,1,0.75,0,0.2610156,2.080821918,0.71,0.26,1,2,0.21677,1,0.339,35,1
35,11,0,1,0.75,0,0.1397273,2.01369863,0.71,0.26,1,2,0.16528,1,0.339,35,1
35,12,0,1,0.75,0,0.1223964,2.080821918,0.71,0.26,1,2,0.08162,1,0.339,35,1
36,1,0,1,0.75,0,0.166,2.080821918,0.71,0.26,1,2,0.10215,1,0.339,35,1
36,2,0,1,0.75,0,0.178,1.879452055,0.71,0.26,1,2,0.08449,1,0.339,35,1
36,3,0,1,0.75,0,0.265,2.080821918,0.71,0.26,1,2,0.19684,1,0.339,35,1
36,4,0,1,0.75,0,0.507,2.01369863,0.71,0.26,1,2,0.22159,1,0.339,35,1
36,5,0,1,0.75,0,0.45,2.080821918,0.71,0.26,1,2,0.27351,1,0.339,35,1
36,6,0,1,0.75,0,0.481,2.01369863,0.71,0.26,1,2,0.30316,1,0.339,35,1
36,7,0,1,0.75,0,0.525,2.080821918,0.71,0.26,1,2,0.33987,1,0.339,35,1
36,8,0,1,0.75,0,0.549,2.080821918,0.71,0.26,1,2,0.31696,1,0.339,35,1
36,9,0,1,0.75,0,0.288,2.01369863,0.71,0.26,1,2,0.24059,1,0.339,35,1
36,10,0,1,0.75,0,0.271,2.080821918,0.71,0.26,1,2,0.19975,1,0.339,35,1
36,11,0,1,0.75,0,0.142,2.01369863,0.71,0.26,1,2,0.12067,1,0.339,35,1
36,12,0,1,0.75,0,0.122,2.080821918,0.71,0.26,1,2,0.10791,1,0.339,35,1
